0,Description,Typical Array,Mean,Std,5%,95%
227,"227.Sum the Best 2 of 3d8+2, Best 6 of 7 Rolls, Best of 3 Arrays",11.54; 12.97; 14.16; 15.24; 16.28; 17.29,44.09,10.11,28,62
228,"228.Sum the Best 2 of 3d8+2, Best 6 of 7 Rolls, Best of 6 Arrays",11.98; 13.47; 14.68; 15.73; 16.67; 17.53,49.78,8.86,36,65
229,"229.Sum the Best 2 of 3d8+2, Reroll 1s, Best 6 of 7 Rolls",11.72; 12.89; 13.88; 14.82; 15.79; 16.88,39.95,12.32,20,61
230,"230.Sum the Best 2 of 3d8+2, Reroll 1s, Best 6 of 7 Rolls, Best of 3 Arrays",12.48; 13.74; 14.78; 15.71; 16.6; 17.46,50.52,9.74,35,67
231,"231.Sum the Best 2 of 3d8+2, Reroll 1s, Best 6 of 7 Rolls, Best of 6 Arrays",12.89; 14.19; 15.24; 16.13; 16.94; 17.65,56.03,8.49,43,71
232,"232.Sum the Best 2 of 3d8+2, Reroll 1s/2s, Best 6 of 7 Rolls",12.75; 13.76; 14.61; 15.41; 16.23; 17.15,47.58,11.93,28,68
233,"233.Sum the Best 2 of 3d8+2, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 3 Arrays",13.43; 14.51; 15.39; 16.17; 16.91; 17.62,57.79,9.23,43,74
234,"234.Sum the Best 2 of 3d8+2, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 6 Arrays",13.8; 14.91; 15.78; 16.52; 17.2; 17.77,63,7.96,51,77
235,"235.Sum the Best 2 of 3d8+2, Best 6 of 9 Rolls",12.29; 13.17; 14.01; 14.87; 15.79; 16.87,41.4,12.74,21,63
236,"236.Sum the Best 2 of 3d8+2, Reroll 1s, Best 6 of 9 Rolls",13.13; 13.9; 14.63; 15.38; 16.18; 17.11,48.08,12.43,28,69
237,"237.Sum the Best 2 of 3d8+2, Reroll 1s/2s, Best 6 of 9 Rolls",13.96; 14.62; 15.25; 15.88; 16.57; 17.34,55.67,11.82,36,76
238,"238.Sum the Best 2 of 3d8+2, Best 6 of 12 Rolls",13.5; 14.14; 14.79; 15.48; 16.24; 17.13,50.03,12.7,29,71
239,"239.Sum the Best 2 of 3d8+2, Reroll 1s, Best 6 of 12 Rolls",14.18; 14.74; 15.31; 15.91; 16.57; 17.33,56.61,12.15,37,77
240,"240.Sum the Best 2 of 3d8+2, Reroll 1s/2s, Best 6 of 12 Rolls",14.86; 15.34; 15.83; 16.34; 16.9; 17.53,63.91,11.28,45,83
241,"241.Sum of 1d10+8, 6 Rolls",9.98; 11.36; 12.78; 14.21; 15.64; 17.02,34.19,13.89,12,58
242,"242.Sum of 1d10+8, 6 Rolls, Best of 3 Arrays",10.49; 12.31; 14.02; 15.53; 16.78; 17.66,46.19,11.18,29,66
243,"243.Sum of 1d10+8, 6 Rolls, Best of 6 Arrays",10.84; 12.91; 14.72; 16.16; 17.19; 17.82,52.47,9.79,37,70
244,"244.Sum of 1d10+8, Reroll 1s, 6 Rolls",10.84; 12.07; 13.36; 14.64; 15.93; 17.16,38.66,13.48,17,62
245,"245.Sum of 1d10+8, Reroll 1s, 6 Rolls, Best of 3 Arrays",11.3; 12.94; 14.48; 15.84; 16.95; 17.72,50.26,10.78,33,69
246,"246.Sum of 1d10+8, Reroll 1s, 6 Rolls, Best of 6 Arrays",11.63; 13.5; 15.12; 16.4; 17.31; 17.85,56.33,9.39,42,73
247,"247.Sum of 1d10+8, Reroll 1s/2s, 6 Rolls",11.7; 12.79; 13.93; 15.07; 16.21; 17.3,43.5,13,23,66
248,"248.Sum of 1d10+8, Reroll 1s/2s, 6 Rolls, Best of 3 Arrays",12.12; 13.58; 14.94; 16.14; 17.11; 17.78,54.67,10.29,39,72
249,"249.Sum of 1d10+8, Reroll 1s/2s, 6 Rolls, Best of 6 Arrays",12.42; 14.09; 15.52; 16.63; 17.43; 17.89,60.48,8.95,47,76
250,"250.Sum of 1d10+8, Best 6 of 7 Rolls",11.0; 12.25; 13.5; 14.75; 16.0; 17.19,40.07,14.55,17,65
251,"251.Sum of 1d10+8, Best 6 of 7 Rolls, Best of 3 Arrays",11.77; 13.3; 14.72; 15.97; 17.0; 17.73,52.59,11.5,35,72
252,"252.Sum of 1d10+8, Best 6 of 7 Rolls, Best of 6 Arrays",12.25; 13.93; 15.37; 16.51; 17.35; 17.86,59.07,9.97,44,76
253,"253.Sum of 1d10+8, Reroll 1s, Best 6 of 7 Rolls",11.75; 12.88; 14.0; 15.12; 16.25; 17.31,44.39,14.11,22,69
254,"254.Sum of 1d10+8, Reroll 1s, Best 6 of 7 Rolls, Best of 3 Arrays",12.45; 13.84; 15.11; 16.22; 17.14; 17.78,56.54,11.06,39,76
255,"255.Sum of 1d10+8, Reroll 1s, Best 6 of 7 Rolls, Best of 6 Arrays",12.9; 14.42; 15.7; 16.7; 17.45; 17.89,62.78,9.54,48,79
256,"256.Sum of 1d10+8, Reroll 1s/2s, Best 6 of 7 Rolls",12.5; 13.5; 14.5; 15.5; 16.5; 17.43,49.13,13.61,27,72
257,"257.Sum of 1d10+8, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 3 Arrays",13.14; 14.38; 15.5; 16.48; 17.28; 17.83,60.8,10.54,44,79
258,"258.Sum of 1d10+8, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 6 Arrays",13.56; 14.9; 16.02; 16.9; 17.56; 17.92,66.77,9.03,53,83
259,"259.Sum of 1d10+8, Best 6 of 9 Rolls",12.5; 13.5; 14.5; 15.5; 16.5; 17.43,49.56,15,25,75
260,"260.Sum of 1d10+8, Reroll 1s, Best 6 of 9 Rolls",13.1; 14.0; 14.9; 15.8; 16.7; 17.52,53.73,14.49,30,78
261,"261.Sum of 1d10+8, Reroll 1s/2s, Best 6 of 9 Rolls",13.7; 14.5; 15.3; 16.1; 16.9; 17.61,58.29,13.85,35,81
262,"262.Sum of 1d10+8, Best 6 of 12 Rolls",13.88; 14.65; 15.42; 16.2; 16.96; 17.63,60.13,14.69,35,84
263,"263.Sum of 1d10+8, Reroll 1s, Best 6 of 12 Rolls",14.35; 15.04; 15.73; 16.43; 17.11; 17.7,64.05,13.97,40,87
264,"264.Sum of 1d10+8, Reroll 1s/2s, Best 6 of 12 Rolls",14.81; 15.43; 16.04; 16.66; 17.26; 17.76,68.26,13.14,46,90
265,"265.Sum the Best 1 of 2d10+8, 6 Rolls",11.91; 13.61; 14.89; 15.96; 16.89; 17.63,53.08,13.53,31,76
266,"266.Sum the Best 1 of 2d10+8, 6 Rolls, Best of 3 Arrays",12.74; 14.66; 15.93; 16.85; 17.52; 17.91,64.64,10.13,48,82
267,"267.Sum the Best 1 of 2d10+8, 6 Rolls, Best of 6 Arrays",13.26; 15.23; 16.41; 17.19; 17.72; 17.96,70.34,8.55,57,84
268,"268.Sum the Best 1 of 2d10+8, Reroll 1s, 6 Rolls",12.57; 14.1; 15.26; 16.22; 17.05; 17.7,57.04,12.99,36,78
269,"269.Sum the Best 1 of 2d10+8, Reroll 1s, 6 Rolls, Best of 3 Arrays",13.34; 15.06; 16.19; 17.01; 17.61; 17.93,68.08,9.62,53,84
270,"270.Sum the Best 1 of 2d10+8, Reroll 1s, 6 Rolls, Best of 6 Arrays",13.82; 15.58; 16.62; 17.32; 17.79; 17.97,73.51,8.08,61,87
271,"271.Sum the Best 1 of 2d10+8, Reroll 1s/2s, 6 Rolls",13.23; 14.59; 15.62; 16.47; 17.21; 17.76,61.31,12.34,41,81
272,"272.Sum the Best 1 of 2d10+8, Reroll 1s/2s, 6 Rolls, Best of 3 Arrays",13.94; 15.46; 16.45; 17.17; 17.69; 17.95,71.77,9.03,57,87
273,"273.Sum the Best 1 of 2d10+8, Reroll 1s/2s, 6 Rolls, Best of 6 Arrays",14.38; 15.92; 16.83; 17.45; 17.85; 17.98,76.87,7.54,65,90
274,"274.Sum the Best 1 of 2d10+8, Best 6 of 7 Rolls",13.27; 14.47; 15.46; 16.33; 17.11; 17.72,60.07,13.62,37,83
275,"275.Sum the Best 1 of 2d10+8, Best 6 of 7 Rolls, Best of 3 Arrays",14.17; 15.45; 16.38; 17.11; 17.65; 17.94,71.62,9.84,55,88
276,"276.Sum the Best 1 of 2d10+8, Best 6 of 7 Rolls, Best of 6 Arrays",14.69; 15.95; 16.79; 17.41; 17.82; 17.98,77.2,8.11,64,91
277,"277.Sum the Best 1 of 2d10+8, Reroll 1s, Best 6 of 7 Rolls",13.8; 14.87; 15.76; 16.55; 17.25; 17.77,63.84,13,42,84
278,"278.Sum the Best 1 of 2d10+8, Reroll 1s, Best 6 of 7 Rolls, Best of 3 Arrays",14.63; 15.76; 16.6; 17.24; 17.72; 17.96,74.84,9.24,60,90
279,"279.Sum the Best 1 of 2d10+8, Reroll 1s, Best 6 of 7 Rolls, Best of 6 Arrays",15.09; 16.22; 16.97; 17.52; 17.87; 17.99,80.07,7.57,68,94
280,"280.Sum the Best 1 of 2d10+8, Reroll 1s/2s, Best 6 of 7 Rolls",14.32; 15.27; 16.07; 16.77; 17.38; 17.83,67.93,12.22,47,87
281,"281.Sum the Best 1 of 2d10+8, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 3 Arrays",15.07; 16.08; 16.81; 17.39; 17.8; 17.97,78.25,8.57,64,91
282,"282.Sum the Best 1 of 2d10+8, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 6 Arrays",15.49; 16.48; 17.14; 17.64; 17.92; 17.99,83.09,6.98,72,94
283,"283.Sum the Best 1 of 2d10+8, Best 6 of 9 Rolls",14.71; 15.48; 16.18; 16.83; 17.41; 17.83,70.04,12.86,48,90
284,"284.Sum the Best 1 of 2d10+8, Reroll 1s, Best 6 of 9 Rolls",15.09; 15.79; 16.41; 17.0; 17.51; 17.87,73.43,12.08,52,91
285,"285.Sum the Best 1 of 2d10+8, Reroll 1s/2s, Best 6 of 9 Rolls",15.47; 16.09; 16.65; 17.16; 17.61; 17.9,77.02,11.17,57,94
286,"286.Sum the Best 1 of 2d10+8, Best 6 of 12 Rolls",15.78; 16.3; 16.79; 17.25; 17.66; 17.92,79.51,11.18,60,98
287,"287.Sum the Best 1 of 2d10+8, Reroll 1s, Best 6 of 12 Rolls",16.05; 16.52; 16.96; 17.38; 17.73; 17.94,82.31,10.34,64,98
288,"288.Sum the Best 1 of 2d10+8, Reroll 1s/2s, Best 6 of 12 Rolls",16.32; 16.74; 17.14; 17.51; 17.8; 17.96,85.19,9.45,68,98
289,"289.Sum of 1d12+6, 6 Rolls",8.25; 9.93; 11.64; 13.36; 15.07; 16.74,25.48,15.01,2,51
290,"290.Sum of 1d12+6, 6 Rolls, Best of 3 Arrays",8.91; 11.07; 13.1; 14.91; 16.43; 17.54,38.42,12.1,20,59
291,"291.Sum of 1d12+6, 6 Rolls, Best of 6 Arrays",9.34; 11.78; 13.92; 15.66; 16.94; 17.74,45.23,10.61,29,64
292,"292.Sum of 1d12+6, Reroll 1s, 6 Rolls",9.12; 10.64; 12.21; 13.78; 15.35; 16.88,29.97,14.32,8,55
293,"293.Sum of 1d12+6, Reroll 1s, 6 Rolls, Best of 3 Arrays",9.69; 11.68; 13.55; 15.22; 16.61; 17.6,42.35,11.58,24,62
294,"294.Sum of 1d12+6, Reroll 1s, 6 Rolls, Best of 6 Arrays",10.07; 12.33; 14.32; 15.92; 17.07; 17.78,48.87,10.16,33,67
295,"295.Sum of 1d12+6, Reroll 1s/2s, 6 Rolls",9.98; 11.36; 12.78; 14.21; 15.64; 17.02,34.18,13.89,12,58
296,"296.Sum of 1d12+6, Reroll 1s/2s, 6 Rolls, Best of 3 Arrays",10.49; 12.31; 14.01; 15.53; 16.78; 17.66,46.19,11.21,29,66
297,"297.Sum of 1d12+6, Reroll 1s/2s, 6 Rolls, Best of 6 Arrays",10.85; 12.91; 14.72; 16.16; 17.19; 17.82,52.48,9.8,37,70
298,"298.Sum of 1d12+6, Best 6 of 7 Rolls",9.5; 11.0; 12.5; 14.0; 15.5; 16.95,32.13,15.49,8,59
299,"299.Sum of 1d12+6, Best 6 of 7 Rolls, Best of 3 Arrays",10.42; 12.25; 13.93; 15.45; 16.71; 17.63,45.47,12.31,26,67
300,"300.Sum of 1d12+6, Best 6 of 7 Rolls, Best of 6 Arrays",10.97; 12.97; 14.7; 16.11; 17.14; 17.8,52.39,10.71,36,71
301,"301.Sum of 1d12+6, Reroll 1s, Best 6 of 7 Rolls",10.25; 11.62; 13.0; 14.38; 15.75; 17.07,36.08,14.97,13,62
302,"302.Sum of 1d12+6, Reroll 1s, Best 6 of 7 Rolls, Best of 3 Arrays",11.08; 12.77; 14.33; 15.71; 16.86; 17.68,48.93,11.89,30,69
303,"303.Sum of 1d12+6, Reroll 1s, Best 6 of 7 Rolls, Best of 6 Arrays",11.61; 13.45; 15.04; 16.31; 17.25; 17.83,55.65,10.35,40,74
304,"304.Sum of 1d12+6, Reroll 1s/2s, Best 6 of 7 Rolls",11.0; 12.25; 13.5; 14.75; 16.0; 17.19,40.08,14.53,17,65
305,"305.Sum of 1d12+6, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 3 Arrays",11.76; 13.3; 14.72; 15.97; 17.0; 17.73,52.59,11.49,35,72
306,"306.Sum of 1d12+6, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 6 Arrays",12.25; 13.93; 15.37; 16.51; 17.35; 17.86,59.06,9.96,44,76
307,"307.Sum of 1d12+6, Best 6 of 9 Rolls",11.3; 12.5; 13.7; 14.9; 16.1; 17.24,42.17,15.85,17,69
308,"308.Sum of 1d12+6, Reroll 1s, Best 6 of 9 Rolls",11.9; 13.0; 14.1; 15.2; 16.3; 17.33,45.76,15.45,21,72
309,"309.Sum of 1d12+6, Reroll 1s/2s, Best 6 of 9 Rolls",12.5; 13.5; 14.5; 15.5; 16.5; 17.43,49.59,15,25,75
310,"310.Sum of 1d12+6, Best 6 of 12 Rolls",12.96; 13.89; 14.81; 15.73; 16.65; 17.49,53.13,15.74,27,79
311,"311.Sum of 1d12+6, Reroll 1s, Best 6 of 12 Rolls",13.43; 14.27; 15.12; 15.97; 16.81; 17.56,56.53,15.28,31,81
312,"312.Sum of 1d12+6, Reroll 1s/2s, Best 6 of 12 Rolls",13.88; 14.65; 15.42; 16.19; 16.96; 17.63,60.12,14.69,35,84
313,"313.Sum the Best 1 of 2d12+6, 6 Rolls",10.59; 12.64; 14.17; 15.45; 16.57; 17.49,45.96,14.52,22,70
314,"314.Sum the Best 1 of 2d12+6, 6 Rolls, Best of 3 Arrays",11.57; 13.85; 15.4; 16.52; 17.34; 17.85,58.38,10.99,41,77
315,"315.Sum the Best 1 of 2d12+6, 6 Rolls, Best of 6 Arrays",12.16; 14.52; 15.98; 16.94; 17.6; 17.93,64.54,9.36,50,81
316,"316.Sum the Best 1 of 2d12+6, Reroll 1s, 6 Rolls",11.25; 13.13; 14.53; 15.71; 16.73; 17.56,49.44,14.04,27,73
317,"317.Sum the Best 1 of 2d12+6, Reroll 1s, 6 Rolls, Best of 3 Arrays",12.15; 14.25; 15.66; 16.68; 17.43; 17.88,61.43,10.57,44,79
318,"318.Sum the Best 1 of 2d12+6, Reroll 1s, 6 Rolls, Best of 6 Arrays",12.71; 14.88; 16.2; 17.07; 17.66; 17.95,67.36,8.97,53,83
319,"319.Sum the Best 1 of 2d12+6, Reroll 1s/2s, 6 Rolls",11.91; 13.61; 14.89; 15.96; 16.89; 17.63,53.09,13.54,31,76
320,"320.Sum the Best 1 of 2d12+6, Reroll 1s/2s, 6 Rolls, Best of 3 Arrays",12.74; 14.66; 15.93; 16.85; 17.52; 17.91,64.65,10.12,48,82
321,"321.Sum the Best 1 of 2d12+6, Reroll 1s/2s, 6 Rolls, Best of 6 Arrays",13.26; 15.23; 16.41; 17.19; 17.72; 17.96,70.34,8.56,57,85
322,"322.Sum the Best 1 of 2d12+6, Best 6 of 7 Rolls",12.23; 13.66; 14.85; 15.9; 16.84; 17.6,53.26,14.64,29,77
323,"323.Sum the Best 1 of 2d12+6, Best 6 of 7 Rolls, Best of 3 Arrays",13.27; 14.81; 15.95; 16.83; 17.5; 17.9,65.72,10.81,48,84
324,"324.Sum the Best 1 of 2d12+6, Best 6 of 7 Rolls, Best of 6 Arrays",13.86; 15.4; 16.45; 17.19; 17.71; 17.96,71.82,9.01,57,87
325,"325.Sum the Best 1 of 2d12+6, Reroll 1s, Best 6 of 7 Rolls",12.75; 14.06; 15.16; 16.12; 16.97; 17.66,56.56,14.17,33,80
326,"326.Sum the Best 1 of 2d12+6, Reroll 1s, Best 6 of 7 Rolls, Best of 3 Arrays",13.72; 15.13; 16.17; 16.97; 17.57; 17.92,68.58,10.33,52,86
327,"327.Sum the Best 1 of 2d12+6, Reroll 1s, Best 6 of 7 Rolls, Best of 6 Arrays",14.27; 15.68; 16.62; 17.3; 17.77; 17.97,74.44,8.58,61,88
328,"328.Sum the Best 1 of 2d12+6, Reroll 1s/2s, Best 6 of 7 Rolls",13.27; 14.47; 15.46; 16.33; 17.11; 17.72,60.05,13.63,37,83
329,"329.Sum the Best 1 of 2d12+6, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 3 Arrays",14.17; 15.45; 16.39; 17.11; 17.65; 17.94,71.64,9.85,55,88
330,"330.Sum the Best 1 of 2d12+6, Reroll 1s/2s, Best 6 of 7 Rolls, Best of 6 Arrays",14.68; 15.95; 16.79; 17.41; 17.82; 17.98,77.18,8.12,64,91
331,"331.Sum the Best 1 of 2d12+6, Best 6 of 9 Rolls",13.95; 14.88; 15.72; 16.49; 17.19; 17.75,63.77,14.15,40,87
332,"332.Sum the Best 1 of 2d12+6, Reroll 1s, Best 6 of 9 Rolls",14.33; 15.18; 15.95; 16.66; 17.3; 17.79,66.8,13.55,44,88
333,"333.Sum the Best 1 of 2d12+6, Reroll 1s/2s, Best 6 of 9 Rolls",14.71; 15.49; 16.18; 16.83; 17.41; 17.83,70.06,12.85,48,90
334,"334.Sum the Best 1 of 2d12+6, Best 6 of 12 Rolls",15.23; 15.86; 16.44; 17.0; 17.5; 17.86,74.15,12.66,52,94
335,"335.Sum the Best 1 of 2d12+6, Reroll 1s, Best 6 of 12 Rolls",15.51; 16.08; 16.62; 17.13; 17.58; 17.89,76.79,11.96,56,94
336,"336.Sum the Best 1 of 2d12+6, Reroll 1s/2s, Best 6 of 12 Rolls",15.78; 16.3; 16.79; 17.25; 17.66; 17.92,79.5,11.18,60,98
